## [iView]
## Converted from:	\\langcog-NAS.stanford.edu\Experiments\TAB_COMP\EyeTracking\CDM Data\2014_8_20_42-eye_data.idf
## Date:	20.08.2014 21:29:19
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	24938                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2014_8_20_42                                                                                                                                                                                                                                                    
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Stimulus
13909358526	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909408557	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909458910	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909508808	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909558660	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909608619	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909658639	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909708693	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909758715	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909808691	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909859182	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909909131	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13909958879	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910008763	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910058949	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910108891	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910159016	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910208913	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910259336	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910309063	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910359117	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910409064	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910459195	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910509054	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910582075	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910590047	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910598494	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910606822	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910615191	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
13910623418	SMP	1	705.53	606.34	705.53	606.34	Elmos World The Sky Active.avi
13910631822	SMP	1	729.34	600.56	729.34	600.56	Elmos World The Sky Active.avi
13910640228	SMP	1	726.38	590.28	726.38	590.28	Elmos World The Sky Active.avi
13910648535	SMP	1	729.74	587.85	729.74	587.85	Elmos World The Sky Active.avi
13910656794	SMP	1	732.96	595.84	732.96	595.84	Elmos World The Sky Active.avi
13910665208	SMP	1	736.59	602.14	736.59	602.14	Elmos World The Sky Active.avi
13910673553	SMP	1	733.28	592.98	733.28	592.98	Elmos World The Sky Active.avi
13910681908	SMP	1	732.43	583.43	732.43	583.43	Elmos World The Sky Active.avi
13910690201	SMP	1	732.19	568.04	732.19	568.04	Elmos World The Sky Active.avi
13910698546	SMP	1	731.23	584.25	731.23	584.25	Elmos World The Sky Active.avi
13910706954	SMP	1	732.9	574.52	732.9	574.52	Elmos World The Sky Active.avi
13910715208	SMP	1	734.59	587.73	734.59	587.73	Elmos World The Sky Active.avi
13910723552	SMP	1	733.45	586.44	733.45	586.44	Elmos World The Sky Active.avi
13910732547	SMP	1	733.39	577.74	733.39	577.74	Elmos World The Sky Active.avi
13910740348	SMP	1	732.79	589.6	732.79	589.6	Elmos World The Sky Active.avi
13910748586	SMP	1	731.25	584.74	731.25	584.74	Elmos World The Sky Active.avi
