## [iView]
## Converted from:	\\langcog-NAS.stanford.edu\Experiments\TAB_COMP\EyeTracking\CDM Data\2014_8_18_32-eye_data.idf
## Date:	18.08.2014 19:20:06
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	9362                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	2014_8_18_32                                                                                                                                                                                                                                                    
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Stimulus
6826151139	SMP	1	617.01	640.24	617.01	640.24	Elmos World The Sky Active.avi
6826159529	SMP	1	615.25	648.92	615.25	648.92	Elmos World The Sky Active.avi
6826167988	SMP	1	615.24	649.95	615.24	649.95	Elmos World The Sky Active.avi
6826176108	SMP	1	615.2	656.41	615.2	656.41	Elmos World The Sky Active.avi
6826184513	SMP	1	613.96	652.96	613.96	652.96	Elmos World The Sky Active.avi
6826192869	SMP	1	612.72	656.9	612.72	656.9	Elmos World The Sky Active.avi
6826201111	SMP	1	617.64	657.48	617.64	657.48	Elmos World The Sky Active.avi
6826209525	SMP	1	617.56	655.41	617.56	655.41	Elmos World The Sky Active.avi
6826217878	SMP	1	616.51	651.6	616.51	651.6	Elmos World The Sky Active.avi
6826226260	SMP	1	614.6	651.08	614.6	651.08	Elmos World The Sky Active.avi
6826234555	SMP	1	610.9	650.05	610.9	650.05	Elmos World The Sky Active.avi
6826242883	SMP	1	607.75	651.54	607.75	651.54	Elmos World The Sky Active.avi
6826251288	SMP	1	606.26	647.97	606.26	647.97	Elmos World The Sky Active.avi
6826259607	SMP	1	612.83	644.78	612.83	644.78	Elmos World The Sky Active.avi
6826267845	SMP	1	611.89	640.78	611.89	640.78	Elmos World The Sky Active.avi
6826276211	SMP	1	611.7	637.93	611.7	637.93	Elmos World The Sky Active.avi
6826284617	SMP	1	611.25	636.88	611.25	636.88	Elmos World The Sky Active.avi
6826293010	SMP	1	610.89	639.52	610.89	639.52	Elmos World The Sky Active.avi
6826301264	SMP	1	612.46	639.72	612.46	639.72	Elmos World The Sky Active.avi
6826309591	SMP	1	612.41	633.57	612.41	633.57	Elmos World The Sky Active.avi
6826318084	SMP	1	610.85	633.44	610.85	633.44	Elmos World The Sky Active.avi
6826326233	SMP	1	616.15	631.88	616.15	631.88	Elmos World The Sky Active.avi
6826334585	SMP	1	617.51	633.75	617.51	633.75	Elmos World The Sky Active.avi
6826342957	SMP	1	617.61	640.05	617.61	640.05	Elmos World The Sky Active.avi
6826351402	SMP	1	617.35	634.1	617.35	634.1	Elmos World The Sky Active.avi
6826359619	SMP	1	619.42	631.56	619.42	631.56	Elmos World The Sky Active.avi
6826368048	SMP	1	620.14	635.32	620.14	635.32	Elmos World The Sky Active.avi
6826376394	SMP	1	621.65	637.84	621.65	637.84	Elmos World The Sky Active.avi
6826384771	SMP	1	621.1	638.87	621.1	638.87	Elmos World The Sky Active.avi
6826392926	SMP	1	617.39	640.4	617.39	640.4	Elmos World The Sky Active.avi
6826401375	SMP	1	615.23	637.69	615.23	637.69	Elmos World The Sky Active.avi
6826409749	SMP	1	614.24	636.51	614.24	636.51	Elmos World The Sky Active.avi
6826418114	SMP	1	613.51	642.51	613.51	642.51	Elmos World The Sky Active.avi
6826426357	SMP	1	539.51	736.52	539.51	736.52	Elmos World The Sky Active.avi
6826434735	SMP	1	464.71	926.45	464.71	926.45	Elmos World The Sky Active.avi
6826443127	SMP	1	371.95	970.17	371.95	970.17	Elmos World The Sky Active.avi
6826451504	SMP	1	340.41	1055.6	340.41	1055.6	Elmos World The Sky Active.avi
6826459731	SMP	1	311.15	1085.43	311.15	1085.43	Elmos World The Sky Active.avi
6826468052	SMP	1	295.81	1115.33	295.81	1115.33	Elmos World The Sky Active.avi
6826476525	SMP	1	285.23	1117.64	285.23	1117.64	Elmos World The Sky Active.avi
6826484732	SMP	1	271.4	1109.8	271.4	1109.8	Elmos World The Sky Active.avi
6826493118	SMP	1	273.66	1097.43	273.66	1097.43	Elmos World The Sky Active.avi
6826501487	SMP	1	279.96	1107.66	279.96	1107.66	Elmos World The Sky Active.avi
6826510371	SMP	1	281.77	1114.82	281.77	1114.82	Elmos World The Sky Active.avi
6826518109	SMP	1	285.94	1111.5	285.94	1111.5	Elmos World The Sky Active.avi
6826526516	SMP	1	289.75	1116.05	289.75	1116.05	Elmos World The Sky Active.avi
6826534885	SMP	1	290.4	1119.47	290.4	1119.47	Elmos World The Sky Active.avi
6826543216	SMP	1	290.88	1119.34	290.88	1119.34	Elmos World The Sky Active.avi
6826551525	SMP	1	294.91	1115.54	294.91	1115.54	Elmos World The Sky Active.avi
6826559870	SMP	1	294.32	1110.47	294.32	1110.47	Elmos World The Sky Active.avi
6826568216	SMP	1	295.08	1114.31	295.08	1114.31	Elmos World The Sky Active.avi
6826576601	SMP	1	292.02	1120.28	292.02	1120.28	Elmos World The Sky Active.avi
6826584900	SMP	1	292.75	1126.02	292.75	1126.02	Elmos World The Sky Active.avi
6826593215	SMP	1	293.16	1128.77	293.16	1128.77	Elmos World The Sky Active.avi
6826601637	SMP	1	296.88	1134.1	296.88	1134.1	Elmos World The Sky Active.avi
6826609822	SMP	1	295.39	1130.08	295.39	1130.08	Elmos World The Sky Active.avi
6826618710	SMP	1	297.58	1119.71	297.58	1119.71	Elmos World The Sky Active.avi
6826626586	SMP	1	292.01	1122.88	292.01	1122.88	Elmos World The Sky Active.avi
6826635022	SMP	1	288.73	1119.69	288.73	1119.69	Elmos World The Sky Active.avi
6826643212	SMP	1	288.52	1124.24	288.52	1124.24	Elmos World The Sky Active.avi
6826651649	SMP	1	289.96	1127.21	289.96	1127.21	Elmos World The Sky Active.avi
6826659982	SMP	1	283.55	1134.85	283.55	1134.85	Elmos World The Sky Active.avi
6826668333	SMP	1	291.06	1123.52	291.06	1123.52	Elmos World The Sky Active.avi
6826676647	SMP	1	299.18	1083.48	299.18	1083.48	Elmos World The Sky Active.avi
6826685009	SMP	1	396.95	894.56	396.95	894.56	Elmos World The Sky Active.avi
6826693326	SMP	1	462.56	762.96	462.56	762.96	Elmos World The Sky Active.avi
6826701770	SMP	1	517.39	662.33	517.39	662.33	Elmos World The Sky Active.avi
6826709959	SMP	1	587.61	562.35	587.61	562.35	Elmos World The Sky Active.avi
6826718388	SMP	1	648.3	531.4	648.3	531.4	Elmos World The Sky Active.avi
6826726743	SMP	1	647.04	545.18	647.04	545.18	Elmos World The Sky Active.avi
6826734984	SMP	1	652.45	536.94	652.45	536.94	Elmos World The Sky Active.avi
6826743316	SMP	1	648.52	532.6	648.52	532.6	Elmos World The Sky Active.avi
6826751735	SMP	1	646.97	533.81	646.97	533.81	Elmos World The Sky Active.avi
6826760106	SMP	1	639.07	540.59	639.07	540.59	Elmos World The Sky Active.avi
6826768389	SMP	1	643.46	533.46	643.46	533.46	Elmos World The Sky Active.avi
6826777107	SMP	1	647.1	534.81	647.1	534.81	Elmos World The Sky Active.avi
6826785141	SMP	1	645.55	530.48	645.55	530.48	Elmos World The Sky Active.avi
6826793473	SMP	1	644.88	541.89	644.88	541.89	Elmos World The Sky Active.avi
6826801783	SMP	1	652.19	528.18	652.19	528.18	Elmos World The Sky Active.avi
6826810748	SMP	1	646.85	537.17	646.85	537.17	Elmos World The Sky Active.avi
6826818533	SMP	1	659.51	530.83	659.51	530.83	Elmos World The Sky Active.avi
6826826844	SMP	1	648.04	547.32	648.04	547.32	Elmos World The Sky Active.avi
6826835135	SMP	1	659.74	533.27	659.74	533.27	Elmos World The Sky Active.avi
6826843532	SMP	1	653.98	536.62	653.98	536.62	Elmos World The Sky Active.avi
6826851877	SMP	1	664.41	535.32	664.41	535.32	Elmos World The Sky Active.avi
6826860230	SMP	1	661.32	537.24	661.32	537.24	Elmos World The Sky Active.avi
6826868435	SMP	1	658.19	545.81	658.19	545.81	Elmos World The Sky Active.avi
6826876845	SMP	1	668.2	537.57	668.2	537.57	Elmos World The Sky Active.avi
6826885276	SMP	1	667.54	541.81	667.54	541.81	Elmos World The Sky Active.avi
6826893488	SMP	1	666.92	544.39	666.92	544.39	Elmos World The Sky Active.avi
6826901909	SMP	1	667.89	541.59	667.89	541.59	Elmos World The Sky Active.avi
6826910661	SMP	1	668.82	544.84	668.82	544.84	Elmos World The Sky Active.avi
6826918629	SMP	1	671.56	542.38	671.56	542.38	Elmos World The Sky Active.avi
6826926881	SMP	1	670.41	543.54	670.41	543.54	Elmos World The Sky Active.avi
6826935221	SMP	1	668.93	542.67	668.93	542.67	Elmos World The Sky Active.avi
6826943660	SMP	1	669	541.95	669	541.95	Elmos World The Sky Active.avi
6826952001	SMP	1	667.84	544.16	667.84	544.16	Elmos World The Sky Active.avi
6826960252	SMP	1	670.39	543.29	670.39	543.29	Elmos World The Sky Active.avi
6826968597	SMP	1	672.05	541.95	672.05	541.95	Elmos World The Sky Active.avi
6826977438	SMP	1	672.66	542.73	672.66	542.73	Elmos World The Sky Active.avi
6826985387	SMP	1	670.14	538.76	670.14	538.76	Elmos World The Sky Active.avi
6826993581	SMP	1	670.56	544.4	670.56	544.4	Elmos World The Sky Active.avi
6827001925	SMP	1	667.96	542.88	667.96	542.88	Elmos World The Sky Active.avi
6827010419	SMP	1	664.41	546.99	664.41	546.99	Elmos World The Sky Active.avi
6827018646	SMP	1	663.09	548.63	663.09	548.63	Elmos World The Sky Active.avi
6827027009	SMP	1	664.61	553.51	664.61	553.51	Elmos World The Sky Active.avi
6827035387	SMP	1	664.65	550.14	664.65	550.14	Elmos World The Sky Active.avi
6827043880	SMP	1	664.43	548.47	664.43	548.47	Elmos World The Sky Active.avi
6827052018	SMP	1	662.29	545.26	662.29	545.26	Elmos World The Sky Active.avi
6827060323	SMP	1	660.06	553.98	660.06	553.98	Elmos World The Sky Active.avi
6827068753	SMP	1	660.41	553.35	660.41	553.35	Elmos World The Sky Active.avi
6827077142	SMP	1	662.83	556.37	662.83	556.37	Elmos World The Sky Active.avi
6827085386	SMP	1	669.36	551.54	669.36	551.54	Elmos World The Sky Active.avi
6827093688	SMP	1	670.93	551.32	670.93	551.32	Elmos World The Sky Active.avi
6827102178	SMP	1	671.07	547.83	671.07	547.83	Elmos World The Sky Active.avi
6827110459	SMP	1	672.03	544.7	672.03	544.7	Elmos World The Sky Active.avi
6827118759	SMP	1	671.61	547.33	671.61	547.33	Elmos World The Sky Active.avi
6827127147	SMP	1	674.09	548.6	674.09	548.6	Elmos World The Sky Active.avi
6827135509	SMP	1	673.06	547.03	673.06	547.03	Elmos World The Sky Active.avi
6827144286	SMP	1	677.02	546	677.02	546	Elmos World The Sky Active.avi
6827152136	SMP	1	684.07	545.2	684.07	545.2	Elmos World The Sky Active.avi
6827160462	SMP	1	688.36	540.98	688.36	540.98	Elmos World The Sky Active.avi
6827168991	SMP	1	686.2	543.44	686.2	543.44	Elmos World The Sky Active.avi
6827177130	SMP	1	678.42	546.1	678.42	546.1	Elmos World The Sky Active.avi
6827185507	SMP	1	688.01	539.82	688.01	539.82	Elmos World The Sky Active.avi
6827193857	SMP	1	747.61	530.95	747.61	530.95	Elmos World The Sky Active.avi
6827202278	SMP	1	758.95	501.44	758.95	501.44	Elmos World The Sky Active.avi
6827210530	SMP	1	775.35	437.47	775.35	437.47	Elmos World The Sky Active.avi
6827218992	SMP	1	784.58	429	784.58	429	Elmos World The Sky Active.avi
6827227235	SMP	1	784.84	427.22	784.84	427.22	Elmos World The Sky Active.avi
6827235638	SMP	1	785.28	453.62	785.28	453.62	Elmos World The Sky Active.avi
6827244028	SMP	1	784.16	437.09	784.16	437.09	Elmos World The Sky Active.avi
6827252232	SMP	1	785.7	434.75	785.7	434.75	Elmos World The Sky Active.avi
6827260619	SMP	1	787.41	434.54	787.41	434.54	Elmos World The Sky Active.avi
6827269010	SMP	1	788.05	427.25	788.05	427.25	Elmos World The Sky Active.avi
6827277244	SMP	1	790.58	422.71	790.58	422.71	Elmos World The Sky Active.avi
6827285637	SMP	1	791.02	423.12	791.02	423.12	Elmos World The Sky Active.avi
6827293988	SMP	1	794.57	424.6	794.57	424.6	Elmos World The Sky Active.avi
6827302248	SMP	1	794	424.94	794	424.94	Elmos World The Sky Active.avi
6827310576	SMP	1	791.61	424	791.61	424	Elmos World The Sky Active.avi
6827319010	SMP	1	790.88	430.14	790.88	430.14	Elmos World The Sky Active.avi
6827327378	SMP	1	789.95	428.31	789.95	428.31	Elmos World The Sky Active.avi
6827335621	SMP	1	791.28	425.82	791.28	425.82	Elmos World The Sky Active.avi
6827344516	SMP	1	789.52	429.39	789.52	429.39	Elmos World The Sky Active.avi
6827352367	SMP	1	795.16	422.88	795.16	422.88	Elmos World The Sky Active.avi
6827360725	SMP	1	792.88	430.77	792.88	430.77	Elmos World The Sky Active.avi
6827368942	SMP	1	792.13	432.21	792.13	432.21	Elmos World The Sky Active.avi
6827377329	SMP	1	795.88	435.83	795.88	435.83	Elmos World The Sky Active.avi
