## [iView]
## Converted from:	\\langcog-NAS.stanford.edu\Experiments\TAB_COMP\EyeTracking\CDM Data\2014_11_15_119-eye_data.idf
## Date:	15.11.2014 18:51:23
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	773                                                                                                                                                                                                                                                             
## Reversed:	none
## [Run]
## Subject:	2014_11_15_199                                                                                                                                                                                                                                                  
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Stimulus
1623428450	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623436868	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623445207	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623453449	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623461843	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623470155	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623478608	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623486808	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623495210	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623503624	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623511877	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623520214	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623528582	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623537048	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623545228	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623553566	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623561976	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623570345	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623578590	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623586942	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623595294	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623603721	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623612431	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623620365	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623628655	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623637069	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623645369	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623653704	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623662093	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623670329	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623678713	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623687231	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623695488	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623703700	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623712089	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623720479	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623728813	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623737116	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623745540	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623753846	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623762190	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623770473	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623778825	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623787161	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623795428	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623803842	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623812201	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623820582	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623828897	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623837131	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623845628	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623853971	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623862214	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623870555	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623879017	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623887311	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
1623895598	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
