## [iView]
## Converted from:	\\langcog-NAS.stanford.edu\Experiments\TAB_COMP\EyeTracking\CDM Data\2014_7_3_4-eye_data.idf
## Date:	03.07.2014 22:04:52
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	21183                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	2014_7_3_4                                                                                                                                                                                                                                                      
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Stimulus
12806727212	SMP	1	942.03	1.74	942.03	1.74	Elmos World The Sky Active.avi
12806735386	SMP	1	788.93	86.67	788.93	86.67	Elmos World The Sky Active.avi
12806743764	SMP	1	0	1.78	0	1.78	Elmos World The Sky Active.avi
12806752161	SMP	1	684.72	-86.68	684.72	-86.68	Elmos World The Sky Active.avi
12806760538	SMP	1	450.32	-31.25	450.32	-31.25	Elmos World The Sky Active.avi
12806768774	SMP	1	750.44	-26.9	750.44	-26.9	Elmos World The Sky Active.avi
12806777175	SMP	1	795.34	-10.67	795.34	-10.67	Elmos World The Sky Active.avi
12806785537	SMP	1	622	-99.84	622	-99.84	Elmos World The Sky Active.avi
12806793889	SMP	1	705.86	2.96	705.86	2.96	Elmos World The Sky Active.avi
12806802104	SMP	1	714.26	2.9	714.26	2.9	Elmos World The Sky Active.avi
12806810539	SMP	1	641.44	-3.62	641.44	-3.62	Elmos World The Sky Active.avi
12806819422	SMP	1	0	-2.07	0	-2.07	Elmos World The Sky Active.avi
12806827141	SMP	1	0	-1.92	0	-1.92	Elmos World The Sky Active.avi
12806835604	SMP	1	0	-1.79	0	-1.79	Elmos World The Sky Active.avi
12806843911	SMP	1	709.49	-92.16	709.49	-92.16	Elmos World The Sky Active.avi
12806852307	SMP	1	688.63	-1.22	688.63	-1.22	Elmos World The Sky Active.avi
12806868937	SMP	1	0	1.26	0	1.26	Elmos World The Sky Active.avi
12806877262	SMP	1	0	1.56	0	1.56	Elmos World The Sky Active.avi
12806885730	SMP	1	0	1.35	0	1.35	Elmos World The Sky Active.avi
12806893908	SMP	1	0	-0.02	0	-0.02	Elmos World The Sky Active.avi
12806902276	SMP	1	0	-0.98	0	-0.98	Elmos World The Sky Active.avi
12806910613	SMP	1	990.03	-83.69	990.03	-83.69	Elmos World The Sky Active.avi
12806919013	SMP	1	1029.64	41.28	1029.64	41.28	Elmos World The Sky Active.avi
12806927269	SMP	1	1039.7	23.64	1039.7	23.64	Elmos World The Sky Active.avi
12806935674	SMP	1	1061.99	14.57	1061.99	14.57	Elmos World The Sky Active.avi
12806944036	SMP	1	1025.62	-11.27	1025.62	-11.27	Elmos World The Sky Active.avi
12806952374	SMP	1	1051.48	-86.17	1051.48	-86.17	Elmos World The Sky Active.avi
12806960676	SMP	1	0	2.94	0	2.94	Elmos World The Sky Active.avi
12806969050	SMP	1	0	2.83	0	2.83	Elmos World The Sky Active.avi
12806977409	SMP	1	0	2.71	0	2.71	Elmos World The Sky Active.avi
12806985654	SMP	1	0	2.57	0	2.57	Elmos World The Sky Active.avi
12806994064	SMP	1	0	2.42	0	2.42	Elmos World The Sky Active.avi
12807002410	SMP	1	0	2.18	0	2.18	Elmos World The Sky Active.avi
12807010805	SMP	1	894.49	-77.42	894.49	-77.42	Elmos World The Sky Active.avi
12807018997	SMP	1	0	-0.4	0	-0.4	Elmos World The Sky Active.avi
12807027429	SMP	1	0	-2.08	0	-2.08	Elmos World The Sky Active.avi
12807035740	SMP	1	0	-0.27	0	-0.27	Elmos World The Sky Active.avi
12807052410	SMP	1	698.58	3.23	698.58	3.23	Elmos World The Sky Active.avi
12807060752	SMP	1	666.57	336.33	666.57	336.33	Elmos World The Sky Active.avi
12807069173	SMP	1	631.34	391.14	631.34	391.14	Elmos World The Sky Active.avi
12807077517	SMP	1	529.33	515.35	529.33	515.35	Elmos World The Sky Active.avi
12807085773	SMP	1	451.01	662.53	451.01	662.53	Elmos World The Sky Active.avi
12807094143	SMP	1	439.52	792	439.52	792	Elmos World The Sky Active.avi
12807102530	SMP	1	427.07	798.12	427.07	798.12	Elmos World The Sky Active.avi
12807110719	SMP	1	420.06	801.32	420.06	801.32	Elmos World The Sky Active.avi
12807127596	SMP	1	424.35	861.86	424.35	861.86	Elmos World The Sky Active.avi
12807135908	SMP	1	421.17	822.57	421.17	822.57	Elmos World The Sky Active.avi
12807144114	SMP	1	419.72	812.92	419.72	812.92	Elmos World The Sky Active.avi
12807152491	SMP	1	419.28	805.28	419.28	805.28	Elmos World The Sky Active.avi
12807160919	SMP	1	419.22	823.56	419.22	823.56	Elmos World The Sky Active.avi
12807169296	SMP	1	417.5	861.84	417.5	861.84	Elmos World The Sky Active.avi
12807177513	SMP	1	415.5	865.53	415.5	865.53	Elmos World The Sky Active.avi
12807186682	SMP	1	415.57	876.32	415.57	876.32	Elmos World The Sky Active.avi
12807194302	SMP	1	411.9	845.69	411.9	845.69	Elmos World The Sky Active.avi
12807202641	SMP	1	411.91	864.15	411.91	864.15	Elmos World The Sky Active.avi
12807210885	SMP	1	411.27	883.01	411.27	883.01	Elmos World The Sky Active.avi
12807219276	SMP	1	411.27	906.1	411.27	906.1	Elmos World The Sky Active.avi
12807227671	SMP	1	409.61	899.65	409.61	899.65	Elmos World The Sky Active.avi
12807235894	SMP	1	410.51	880.48	410.51	880.48	Elmos World The Sky Active.avi
12807244297	SMP	1	410.97	899.55	410.97	899.55	Elmos World The Sky Active.avi
12807252650	SMP	1	411.39	904.8	411.39	904.8	Elmos World The Sky Active.avi
12807261041	SMP	1	410.16	866.66	410.16	866.66	Elmos World The Sky Active.avi
12807269289	SMP	1	411.14	899.42	411.14	899.42	Elmos World The Sky Active.avi
12807277672	SMP	1	412.27	905.97	412.27	905.97	Elmos World The Sky Active.avi
12807286046	SMP	1	414.53	915.23	414.53	915.23	Elmos World The Sky Active.avi
12807294432	SMP	1	418.57	912.92	418.57	912.92	Elmos World The Sky Active.avi
12807302627	SMP	1	423.02	914.24	423.02	914.24	Elmos World The Sky Active.avi
12807310966	SMP	1	423	915.93	423	915.93	Elmos World The Sky Active.avi
12807319444	SMP	1	428.83	918	428.83	918	Elmos World The Sky Active.avi
12807327774	SMP	1	427.43	914.76	427.43	914.76	Elmos World The Sky Active.avi
12807335998	SMP	1	430.75	919.17	430.75	919.17	Elmos World The Sky Active.avi
12807344387	SMP	1	428.89	922.35	428.89	922.35	Elmos World The Sky Active.avi
12807352904	SMP	1	430.45	924.21	430.45	924.21	Elmos World The Sky Active.avi
12807361045	SMP	1	430.88	925	430.88	925	Elmos World The Sky Active.avi
12807369387	SMP	1	432.31	927.43	432.31	927.43	Elmos World The Sky Active.avi
12807377779	SMP	1	434.5	926.42	434.5	926.42	Elmos World The Sky Active.avi
12807386170	SMP	1	436.98	926.57	436.98	926.57	Elmos World The Sky Active.avi
12807394427	SMP	1	468.93	883.75	468.93	883.75	Elmos World The Sky Active.avi
12807402759	SMP	1	637.86	782.53	637.86	782.53	Elmos World The Sky Active.avi
12807411162	SMP	1	636.79	669.32	636.79	669.32	Elmos World The Sky Active.avi
12807419531	SMP	1	751	561.45	751	561.45	Elmos World The Sky Active.avi
12807427787	SMP	1	756.68	563.44	756.68	563.44	Elmos World The Sky Active.avi
12807436121	SMP	1	648.03	459.26	648.03	459.26	Elmos World The Sky Active.avi
12807444494	SMP	1	756.37	537.67	756.37	537.67	Elmos World The Sky Active.avi
12807452892	SMP	1	751.72	491.79	751.72	491.79	Elmos World The Sky Active.avi
12807461214	SMP	1	746.69	511.97	746.69	511.97	Elmos World The Sky Active.avi
12807469540	SMP	1	744.83	560.82	744.83	560.82	Elmos World The Sky Active.avi
12807477874	SMP	1	738.2	536.86	738.2	536.86	Elmos World The Sky Active.avi
12807486800	SMP	1	743.75	557.57	743.75	557.57	Elmos World The Sky Active.avi
12807494688	SMP	1	742.64	563.21	742.64	563.21	Elmos World The Sky Active.avi
12807502875	SMP	1	754.99	585.75	754.99	585.75	Elmos World The Sky Active.avi
12807511212	SMP	1	750.28	579.41	750.28	579.41	Elmos World The Sky Active.avi
12807519529	SMP	1	741.1	580.21	741.1	580.21	Elmos World The Sky Active.avi
12807527913	SMP	1	748.32	589.8	748.32	589.8	Elmos World The Sky Active.avi
12807536294	SMP	1	747.71	574.93	747.71	574.93	Elmos World The Sky Active.avi
12807544625	SMP	1	751.13	582.52	751.13	582.52	Elmos World The Sky Active.avi
12807552907	SMP	1	759.05	604.07	759.05	604.07	Elmos World The Sky Active.avi
12807561270	SMP	1	764.84	606.36	764.84	606.36	Elmos World The Sky Active.avi
12807569644	SMP	1	767.03	591.34	767.03	591.34	Elmos World The Sky Active.avi
12807578383	SMP	1	768.23	621.72	768.23	621.72	Elmos World The Sky Active.avi
12807586273	SMP	1	780.3	614.5	780.3	614.5	Elmos World The Sky Active.avi
12807594657	SMP	1	765.98	616.27	765.98	616.27	Elmos World The Sky Active.avi
12807602959	SMP	1	774.33	632.68	774.33	632.68	Elmos World The Sky Active.avi
12807611414	SMP	1	775.59	609.95	775.59	609.95	Elmos World The Sky Active.avi
12807619645	SMP	1	776.64	661.41	776.64	661.41	Elmos World The Sky Active.avi
12807628025	SMP	1	775.35	633.29	775.35	633.29	Elmos World The Sky Active.avi
12807636371	SMP	1	775.99	599.54	775.99	599.54	Elmos World The Sky Active.avi
12807644784	SMP	1	765.89	551.55	765.89	551.55	Elmos World The Sky Active.avi
12807653239	SMP	1	758.19	579.8	758.19	579.8	Elmos World The Sky Active.avi
12807661367	SMP	1	757.32	592.17	757.32	592.17	Elmos World The Sky Active.avi
12807669773	SMP	1	754.71	604.33	754.71	604.33	Elmos World The Sky Active.avi
12807678034	SMP	1	772.25	582.23	772.25	582.23	Elmos World The Sky Active.avi
12807686562	SMP	1	763.46	602.43	763.46	602.43	Elmos World The Sky Active.avi
12807694698	SMP	1	770.08	594.15	770.08	594.15	Elmos World The Sky Active.avi
12807703215	SMP	1	772.73	570.85	772.73	570.85	Elmos World The Sky Active.avi
12807728164	SMP	1	773.35	618.49	773.35	618.49	Elmos World The Sky Active.avi
12807736494	SMP	1	764.72	570.27	764.72	570.27	Elmos World The Sky Active.avi
12807744727	SMP	1	764.41	559.46	764.41	559.46	Elmos World The Sky Active.avi
12807753235	SMP	1	767.27	578.81	767.27	578.81	Elmos World The Sky Active.avi
12807761514	SMP	1	774.23	593.48	774.23	593.48	Elmos World The Sky Active.avi
12807769766	SMP	1	774.97	581.43	774.97	581.43	Elmos World The Sky Active.avi
12807778119	SMP	1	766.15	599.56	766.15	599.56	Elmos World The Sky Active.avi
12807786526	SMP	1	771.53	555.03	771.53	555.03	Elmos World The Sky Active.avi
12807794889	SMP	1	761.68	547.35	761.68	547.35	Elmos World The Sky Active.avi
12807803125	SMP	1	775.22	577.09	775.22	577.09	Elmos World The Sky Active.avi
12807811493	SMP	1	768.03	573.08	768.03	573.08	Elmos World The Sky Active.avi
12807819880	SMP	1	771.41	561.12	771.41	561.12	Elmos World The Sky Active.avi
12807828236	SMP	1	765.23	597.61	765.23	597.61	Elmos World The Sky Active.avi
12807836637	SMP	1	775.75	722.09	775.75	722.09	Elmos World The Sky Active.avi
12807844879	SMP	1	777.52	565.16	777.52	565.16	Elmos World The Sky Active.avi
12807853404	SMP	1	771.24	534.22	771.24	534.22	Elmos World The Sky Active.avi
12807878281	SMP	1	747.08	364.9	747.08	364.9	Elmos World The Sky Active.avi
12807886735	SMP	1	760.96	351.17	760.96	351.17	Elmos World The Sky Active.avi
12807895018	SMP	1	772.31	348.16	772.31	348.16	Elmos World The Sky Active.avi
12807903242	SMP	1	748.01	367.57	748.01	367.57	Elmos World The Sky Active.avi
12807911600	SMP	1	755.93	375.55	755.93	375.55	Elmos World The Sky Active.avi
12807919982	SMP	1	768.1	398.52	768.1	398.52	Elmos World The Sky Active.avi
12807928263	SMP	1	754.99	328.49	754.99	328.49	Elmos World The Sky Active.avi
12807936698	SMP	1	767.35	362.71	767.35	362.71	Elmos World The Sky Active.avi
12807944987	SMP	1	774.39	361.58	774.39	361.58	Elmos World The Sky Active.avi
12807953412	SMP	1	765.36	358.28	765.36	358.28	Elmos World The Sky Active.avi
12807961628	SMP	1	775.21	324.07	775.21	324.07	Elmos World The Sky Active.avi
12807970033	SMP	1	773.15	390.57	773.15	390.57	Elmos World The Sky Active.avi
12807978384	SMP	1	777.25	345.18	777.25	345.18	Elmos World The Sky Active.avi
12807986781	SMP	1	775.01	329.37	775.01	329.37	Elmos World The Sky Active.avi
12807995011	SMP	1	780.35	351	780.35	351	Elmos World The Sky Active.avi
12808003366	SMP	1	781.5	346.52	781.5	346.52	Elmos World The Sky Active.avi
12808011739	SMP	1	786.23	326.37	786.23	326.37	Elmos World The Sky Active.avi
12808020126	SMP	1	786.35	343.83	786.35	343.83	Elmos World The Sky Active.avi
12808028397	SMP	1	792.44	335.59	792.44	335.59	Elmos World The Sky Active.avi
12808036737	SMP	1	765.31	340.07	765.31	340.07	Elmos World The Sky Active.avi
12808045155	SMP	1	771.06	342.27	771.06	342.27	Elmos World The Sky Active.avi
12808053384	SMP	1	762.98	340.65	762.98	340.65	Elmos World The Sky Active.avi
12808061769	SMP	1	738.39	336.22	738.39	336.22	Elmos World The Sky Active.avi
12808070077	SMP	1	771.84	339.83	771.84	339.83	Elmos World The Sky Active.avi
12808078450	SMP	1	778.71	341.24	778.71	341.24	Elmos World The Sky Active.avi
12808086799	SMP	1	754.02	336.94	754.02	336.94	Elmos World The Sky Active.avi
12808095120	SMP	1	776.22	325.09	776.22	325.09	Elmos World The Sky Active.avi
12808103516	SMP	1	766.48	342.43	766.48	342.43	Elmos World The Sky Active.avi
12808111866	SMP	1	748.19	347.67	748.19	347.67	Elmos World The Sky Active.avi
12808120135	SMP	1	751.89	343.36	751.89	343.36	Elmos World The Sky Active.avi
12808128550	SMP	1	755.06	345.23	755.06	345.23	Elmos World The Sky Active.avi
12808136834	SMP	1	759.85	346.69	759.85	346.69	Elmos World The Sky Active.avi
12808145259	SMP	1	761.69	347.87	761.69	347.87	Elmos World The Sky Active.avi
12808161903	SMP	1	766.27	346.25	766.27	346.25	Elmos World The Sky Active.avi
12808170244	SMP	1	759.4	357.6	759.4	357.6	Elmos World The Sky Active.avi
12808178503	SMP	1	760.41	370.43	760.41	370.43	Elmos World The Sky Active.avi
12808186880	SMP	1	777.5	371.78	777.5	371.78	Elmos World The Sky Active.avi
12808195275	SMP	1	755.09	347.94	755.09	347.94	Elmos World The Sky Active.avi
12808203622	SMP	1	747.89	333.43	747.89	333.43	Elmos World The Sky Active.avi
12808211903	SMP	1	760.27	323.45	760.27	323.45	Elmos World The Sky Active.avi
12808220256	SMP	1	760.82	365.65	760.82	365.65	Elmos World The Sky Active.avi
12808228639	SMP	1	768.76	368.08	768.76	368.08	Elmos World The Sky Active.avi
12808236937	SMP	1	757.74	373.01	757.74	373.01	Elmos World The Sky Active.avi
12808245226	SMP	1	751.07	370.27	751.07	370.27	Elmos World The Sky Active.avi
12808253882	SMP	1	774.37	370.65	774.37	370.65	Elmos World The Sky Active.avi
12808262025	SMP	1	759.75	374.91	759.75	374.91	Elmos World The Sky Active.avi
12808270378	SMP	1	765.37	364.43	765.37	364.43	Elmos World The Sky Active.avi
12808278655	SMP	1	753.31	367.42	753.31	367.42	Elmos World The Sky Active.avi
12808286976	SMP	1	752.05	361.9	752.05	361.9	Elmos World The Sky Active.avi
12808295378	SMP	1	760.71	355.36	760.71	355.36	Elmos World The Sky Active.avi
12808303718	SMP	1	758.06	369.66	758.06	369.66	Elmos World The Sky Active.avi
12808311959	SMP	1	768.75	368.52	768.75	368.52	Elmos World The Sky Active.avi
12808320398	SMP	1	753.77	364.93	753.77	364.93	Elmos World The Sky Active.avi
12808328774	SMP	1	759.29	362.72	759.29	362.72	Elmos World The Sky Active.avi
12808337001	SMP	1	776.26	363.21	776.26	363.21	Elmos World The Sky Active.avi
12808345381	SMP	1	771.25	360.28	771.25	360.28	Elmos World The Sky Active.avi
12808353711	SMP	1	771.26	366.93	771.26	366.93	Elmos World The Sky Active.avi
12808362142	SMP	1	776.29	361.99	776.29	361.99	Elmos World The Sky Active.avi
12808370377	SMP	1	778.21	362.67	778.21	362.67	Elmos World The Sky Active.avi
12808378739	SMP	1	771.02	367.1	771.02	367.1	Elmos World The Sky Active.avi
12808387117	SMP	1	772.24	368.64	772.24	368.64	Elmos World The Sky Active.avi
12808395524	SMP	1	772.27	368.36	772.27	368.36	Elmos World The Sky Active.avi
12808403694	SMP	1	770.03	370.39	770.03	370.39	Elmos World The Sky Active.avi
12808412146	SMP	1	775.3	362	775.3	362	Elmos World The Sky Active.avi
12808420512	SMP	1	770.53	371.45	770.53	371.45	Elmos World The Sky Active.avi
12808428904	SMP	1	771.33	361.29	771.33	361.29	Elmos World The Sky Active.avi
12808437116	SMP	1	770.06	369.77	770.06	369.77	Elmos World The Sky Active.avi
12808445633	SMP	1	770.03	365.43	770.03	365.43	Elmos World The Sky Active.avi
12808453844	SMP	1	768.68	375.79	768.68	375.79	Elmos World The Sky Active.avi
12808462136	SMP	1	765.86	346.87	765.86	346.87	Elmos World The Sky Active.avi
12808470520	SMP	1	769.72	356.18	769.72	356.18	Elmos World The Sky Active.avi
12808478849	SMP	1	768.62	369.22	768.62	369.22	Elmos World The Sky Active.avi
12808487575	SMP	1	765.43	362.32	765.43	362.32	Elmos World The Sky Active.avi
12808495666	SMP	1	766.91	371.32	766.91	371.32	Elmos World The Sky Active.avi
12808503851	SMP	1	768.91	371.92	768.91	371.92	Elmos World The Sky Active.avi
12808512178	SMP	1	772.71	357.61	772.71	357.61	Elmos World The Sky Active.avi
12808520616	SMP	1	762.92	351.69	762.92	351.69	Elmos World The Sky Active.avi
12808528888	SMP	1	766.11	360.91	766.11	360.91	Elmos World The Sky Active.avi
12808537228	SMP	1	781.12	359.76	781.12	359.76	Elmos World The Sky Active.avi
12808545605	SMP	1	770.94	360.56	770.94	360.56	Elmos World The Sky Active.avi
12808554111	SMP	1	773.68	349.9	773.68	349.9	Elmos World The Sky Active.avi
12808562253	SMP	1	764.84	341.26	764.84	341.26	Elmos World The Sky Active.avi
12808570612	SMP	1	774.21	363.81	774.21	363.81	Elmos World The Sky Active.avi
12808579006	SMP	1	767.81	348.15	767.81	348.15	Elmos World The Sky Active.avi
12808587195	SMP	1	769.07	345.48	769.07	345.48	Elmos World The Sky Active.avi
12808595659	SMP	1	772.81	337.32	772.81	337.32	Elmos World The Sky Active.avi
12808603993	SMP	1	774.04	337.56	774.04	337.56	Elmos World The Sky Active.avi
12808612397	SMP	1	775.27	332.79	775.27	332.79	Elmos World The Sky Active.avi
12808620619	SMP	1	766.6	335.54	766.6	335.54	Elmos World The Sky Active.avi
12808629008	SMP	1	747.34	331.2	747.34	331.2	Elmos World The Sky Active.avi
12808637314	SMP	1	759.22	328.6	759.22	328.6	Elmos World The Sky Active.avi
12808645711	SMP	1	773.45	326.12	773.45	326.12	Elmos World The Sky Active.avi
12808654028	SMP	1	763.98	324.39	763.98	324.39	Elmos World The Sky Active.avi
12808662472	SMP	1	758.46	313.79	758.46	313.79	Elmos World The Sky Active.avi
12808670722	SMP	1	756.67	317.56	756.67	317.56	Elmos World The Sky Active.avi
12808679116	SMP	1	763.89	315.9	763.89	315.9	Elmos World The Sky Active.avi
12808687365	SMP	1	760.3	305.18	760.3	305.18	Elmos World The Sky Active.avi
12808695728	SMP	1	761.4	303.11	761.4	303.11	Elmos World The Sky Active.avi
12808704070	SMP	1	769.48	304.66	769.48	304.66	Elmos World The Sky Active.avi
