## [iView]
## Converted from:	\\langcog-NAS.stanford.edu\Experiments\TAB_COMP\EyeTracking\CDM Data\2014_10_4_106-eye_data.idf
## Date:	04.10.2014 19:37:19
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	9775                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	2014_10_4_106                                                                                                                                                                                                                                                   
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Stimulus
7291441743	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291455724	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291464028	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291472308	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291480671	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291489000	SMP	1	1214.81	857.67	1214.81	857.67	Elmos World The Sky Active.avi
7291497421	SMP	1	1138.13	588.43	1138.13	588.43	Elmos World The Sky Active.avi
7291505636	SMP	1	1128.45	552.09	1128.45	552.09	Elmos World The Sky Active.avi
7291514084	SMP	1	960.88	496.96	960.88	496.96	Elmos World The Sky Active.avi
7291522432	SMP	1	1095.43	537.07	1095.43	537.07	Elmos World The Sky Active.avi
7291530863	SMP	1	928.38	509.4	928.38	509.4	Elmos World The Sky Active.avi
7291539041	SMP	1	1051.69	540.66	1051.69	540.66	Elmos World The Sky Active.avi
7291547429	SMP	1	1058.92	537.67	1058.92	537.67	Elmos World The Sky Active.avi
7291555787	SMP	1	1122.03	538.1	1122.03	538.1	Elmos World The Sky Active.avi
7291564023	SMP	1	1006.85	504.06	1006.85	504.06	Elmos World The Sky Active.avi
7291572436	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291580815	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291589192	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291597901	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291605827	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291614152	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291622537	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291630777	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291639189	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291647541	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291655910	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291664131	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291672576	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291680915	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291689146	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291697512	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291706022	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291714302	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291722550	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291730964	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291739316	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291747697	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291755920	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291922270	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7291972128	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7292045048	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7292053156	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
7292061522	SMP	1	623.11	619.71	623.11	619.71	Elmos World The Sky Active.avi
7292070633	SMP	1	647.35	617.19	647.35	617.19	Elmos World The Sky Active.avi
7292078149	SMP	1	639.09	622.11	639.09	622.11	Elmos World The Sky Active.avi
7292086575	SMP	1	654.98	622.54	654.98	622.54	Elmos World The Sky Active.avi
7292094891	SMP	1	652.61	620.19	652.61	620.19	Elmos World The Sky Active.avi
7292103195	SMP	1	653.36	623.32	653.36	623.32	Elmos World The Sky Active.avi
7292111523	SMP	1	655.74	627.89	655.74	627.89	Elmos World The Sky Active.avi
7292119893	SMP	1	656.08	626.31	656.08	626.31	Elmos World The Sky Active.avi
7292128275	SMP	1	655.03	623.52	655.03	623.52	Elmos World The Sky Active.avi
7292136626	SMP	1	655.74	624.62	655.74	624.62	Elmos World The Sky Active.avi
7292144905	SMP	1	658.23	627.78	658.23	627.78	Elmos World The Sky Active.avi
7292153309	SMP	1	659.15	627.25	659.15	627.25	Elmos World The Sky Active.avi
7292161496	SMP	1	658.45	629.79	658.45	629.79	Elmos World The Sky Active.avi
7292170308	SMP	1	660.11	632.73	660.11	632.73	Elmos World The Sky Active.avi
7292178306	SMP	1	661.11	629.65	661.11	629.65	Elmos World The Sky Active.avi
7292186672	SMP	1	658.72	628.87	658.72	628.87	Elmos World The Sky Active.avi
7292194864	SMP	1	663.29	631.01	663.29	631.01	Elmos World The Sky Active.avi
7292203309	SMP	1	659.54	633.5	659.54	633.5	Elmos World The Sky Active.avi
7292211651	SMP	1	659.74	628.8	659.74	628.8	Elmos World The Sky Active.avi
7292220022	SMP	1	661.53	631.77	661.53	631.77	Elmos World The Sky Active.avi
7292228326	SMP	1	657.08	629.54	657.08	629.54	Elmos World The Sky Active.avi
7292236669	SMP	1	660.37	630.46	660.37	630.46	Elmos World The Sky Active.avi
7292245017	SMP	1	658.87	630.66	658.87	630.66	Elmos World The Sky Active.avi
