## [iView]
## Converted from:	\\langcog-NAS.stanford.edu\Experiments\TAB_COMP\EyeTracking\CDM Data\2014_9_3_71-eye_data.idf
## Date:	03.09.2014 20:16:18
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	1044                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	2014_9_3_71                                                                                                                                                                                                                                                     
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Stimulus
9971300259	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971350060	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971400156	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971450087	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971500730	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971550142	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971600229	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971650200	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971700220	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971750275	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971800304	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971850384	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971900358	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9971950327	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972000933	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972050443	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972100421	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972150430	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972200411	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972250648	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972300581	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972350565	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972400788	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972450603	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972501192	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972550766	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972600650	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972650807	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972700810	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972750753	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972800818	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972850915	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972900861	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9972950949	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973001494	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973051244	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973101053	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973150946	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973200998	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973250966	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973301148	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973351251	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973401159	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973451210	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973501176	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973551182	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973601374	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973651173	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973701373	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973751259	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973801571	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973851259	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973901401	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9973951305	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974001462	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974051377	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974101470	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974151378	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974201619	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974251512	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974301561	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974351491	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974401742	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974451581	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974501750	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974551689	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974601773	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974651775	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974701790	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974751745	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
9974801944	SMP	1	0	0	0	0	Elmos World The Sky Active.avi
