subject id,list,trial number,word,pic1,pic2,pic1type,pic2type,side clicked,chosenpic,response,trial type,datetesting,time,reaction time
72214-6B,1,3,car,fep,car,novel,familiar,R,car,Y,MEcontrol,7/22/14,13:29,1034
72214-6B,1,4,dax,dax,cup,novel,familiar,L,dax,Y,MEexperimental,7/22/14,13:29,2370
72214-6B,1,5,frog,pifo,frog,novel,familiar,R,frog,Y,MEcontrol,7/22/14,13:29,1078
72214-6B,1,6,fill1,na,na,na,na,na,na,na,filler,7/22/14,13:29,na
72214-6B,1,7,lion,table,lion,familiar,familiar,R,lion,Y,rec,7/22/14,13:29,1349
72214-6B,1,8,modi,modi,shovel,novel,familiar,L,modi,Y,MEexperimental,7/22/14,13:29,1604
72214-6B,1,9,apple,wug,apple,novel,familiar,R,apple,Y,MEcontrol,7/22/14,13:29,1831
72214-6B,1,10,train,train,dofa,familiar,novel,L,train,Y,MEcontrol,7/22/14,13:29,1144
72214-6B,1,11,toma,monkey,toma,familiar,novel,R,toma,Y,MEexperimental,7/22/14,13:29,1445
72214-6B,1,12,fill2,na,na,na,na,na,na,na,filler,7/22/14,13:29,na
72214-6B,1,13,pifo,frog,pifo,familiar,novel,R,pifo,Y,MEexperimental,7/22/14,13:29,1252
72214-6B,1,14,cup,cup,dax,familiar,novel,R,dax,N,MEcontrol,7/22/14,13:29,1881
72214-6B,1,15,kreeb,kreeb,shoe,novel,familiar,L,kreeb,Y,MEexperimental,7/22/14,13:29,1428
72214-6B,1,16,cat,ball,cat,familiar,familiar,R,cat,Y,rec,7/22/14,13:29,1140
72214-6B,1,17,monkey,toma,monkey,novel,familiar,R,monkey,Y,MEcontrol,7/22/14,13:29,2567
72214-6B,1,18,fill3,na,na,na,na,na,na,na,filler,7/22/14,13:29,na
72214-6B,1,19,dofa,dofa,train,novel,familiar,L,dofa,Y,MEexperimental,7/22/14,13:29,1130
72214-6B,1,20,fep,car,fep,familiar,novel,R,fep,Y,MEexperimental,7/22/14,13:29,1060
72214-6B,1,21,carrot,carrot,lamp,familiar,familiar,L,carrot,Y,rec,7/22/14,13:29,1356
72214-6B,1,22,shovel,shovel,modi,familiar,novel,L,shovel,Y,MEcontrol,7/22/14,13:29,2905
72214-6B,1,23,hammer,sheep,hammer,familiar,familiar,R,hammer,Y,rec,7/22/14,13:29,1575
72214-6B,1,24,fill4,na,na,na,na,na,na,na,filler,7/22/14,13:29,na
72214-6B,1,25,wug,apple,wug,familiar,novel,R,wug,Y,MEexperimental,7/22/14,13:29,2028
72214-6B,1,26,shoe,shoe,kreeb,familiar,novel,L,shoe,Y,MEcontrol,7/22/14,13:29,1702
72214-6B,1,27,horse,horse,clock,familiar,familiar,L,horse,Y,rec,7/22/14,13:29,1182
72214-6B,1,28,bottle,bird,bottle,familiar,familiar,R,bottle,Y,rec,7/22/14,13:29,1377
72214-4L,1,1,dog,dog,book,familiar,familiar,L,dog,Y,rec,7/22/14,14:06,2017
72214-4L,1,2,cookie,cookie,baby,familiar,familiar,L,cookie,Y,rec,7/22/14,14:06,1324
72214-7B,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/22/14,14:06,3402
72214-4L,1,3,car,fep,car,novel,familiar,R,car,Y,MEcontrol,7/22/14,14:06,1362
72214-4L,1,4,dax,dax,cup,novel,familiar,L,dax,Y,MEexperimental,7/22/14,14:06,4221
72214-7B,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/22/14,14:06,6550
72214-4L,1,6,fill1,na,na,na,na,na,na,na,filler,7/22/14,14:06,na
72214-4L,1,5,frog,pifo,frog,novel,familiar,R,frog,Y,MEcontrol,7/22/14,14:06,1516
72214-7B,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/22/14,14:06,10947
72214-4L,1,7,lion,table,lion,familiar,familiar,R,lion,Y,rec,7/22/14,14:06,1665
72214-4L,1,8,modi,modi,shovel,novel,familiar,L,modi,Y,MEexperimental,7/22/14,14:06,3049
72214-4L,1,9,apple,wug,apple,novel,familiar,L,wug,N,MEcontrol,7/22/14,14:06,1451
72214-4L,1,10,train,train,dofa,familiar,novel,L,train,Y,MEcontrol,7/22/14,14:06,1454
72214-4L,1,11,toma,monkey,toma,familiar,novel,R,toma,Y,MEexperimental,7/22/14,14:06,2356
72214-4L,1,12,fill2,na,na,na,na,na,na,na,filler,7/22/14,14:06,na
72214-4L,1,13,pifo,frog,pifo,familiar,novel,R,pifo,Y,MEexperimental,7/22/14,14:06,2331
72214-7B,2,4,wug,wug,apple,novel,familiar,R,apple,N,MEexperimental,7/22/14,14:06,48101
72214-7B,2,5,fill4,na,na,na,na,na,na,na,filler,7/22/14,14:06,na
72214-4L,1,14,cup,cup,dax,familiar,novel,R,dax,N,MEcontrol,7/22/14,14:06,5226
72214-4L,1,15,kreeb,kreeb,shoe,novel,familiar,L,kreeb,Y,MEexperimental,7/22/14,14:06,1932
72214-4L,1,16,cat,ball,cat,familiar,familiar,R,cat,Y,rec,7/22/14,14:06,1677
72214-4L,1,17,monkey,toma,monkey,novel,familiar,R,monkey,Y,MEcontrol,7/22/14,14:06,1439
72214-4L,1,18,fill3,na,na,na,na,na,na,na,filler,7/22/14,14:06,na
72214-7B,2,6,hammer,hammer,sheep,familiar,familiar,R,sheep,N,rec,7/22/14,14:06,17026
72214-4L,1,19,dofa,dofa,train,novel,familiar,L,dofa,Y,MEexperimental,7/22/14,14:06,2056
72214-4L,1,20,fep,car,fep,familiar,novel,R,fep,Y,MEexperimental,7/22/14,14:06,2386
72214-7B,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/22/14,14:06,14488
72214-4L,1,21,carrot,carrot,lamp,familiar,familiar,L,carrot,Y,rec,7/22/14,14:06,2737
72214-4L,1,22,shovel,shovel,modi,familiar,novel,L,shovel,Y,MEcontrol,7/22/14,14:06,3776
72214-4L,1,23,hammer,sheep,hammer,familiar,familiar,R,hammer,Y,rec,7/22/14,14:06,4482
72214-4L,1,24,fill4,na,na,na,na,na,na,na,filler,7/22/14,14:06,na
72214-4L,1,25,wug,apple,wug,familiar,novel,R,wug,Y,MEexperimental,7/22/14,14:06,3220
72214-4L,1,26,shoe,shoe,kreeb,familiar,novel,L,shoe,Y,MEcontrol,7/22/14,14:06,2383
72214-4L,1,27,horse,horse,clock,familiar,familiar,L,horse,Y,rec,7/22/14,14:06,2652
72214-4L,1,28,bottle,bird,bottle,familiar,familiar,L,bird,N,rec,7/22/14,14:06,1793
72214-7B,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/22/14,14:06,71918
72214-7B,2,9,fep,fep,car,novel,familiar,R,car,N,MEexperimental,7/22/14,14:06,106074
72214-7B,2,10,dofa,train,dofa,familiar,novel,L,train,N,MEexperimental,7/22/14,14:06,3731
72214-7B,2,11,fill3,na,na,na,na,na,na,na,filler,7/22/14,14:06,na
72214-7B,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/22/14,14:06,3522
72214-7B,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/22/14,14:06,3679
72214-7B,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/22/14,14:06,5873
72214-7B,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/22/14,14:06,2489
72214-7B,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/22/14,14:06,2209
72214-7B,2,17,fill2,na,na,na,na,na,na,na,filler,7/22/14,14:06,na
72214-7B,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/22/14,14:06,19640
72214-7B,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/22/14,14:06,3173
72214-7B,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/22/14,14:06,3047
72214-7B,2,21,modi,shovel,modi,familiar,novel,L,shovel,N,MEexperimental,7/22/14,14:06,26826
72214-7B,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/22/14,14:06,8958
72214-7B,2,23,fill1,na,na,na,na,na,na,na,filler,7/22/14,14:06,na
72214-7B,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/22/14,14:06,7446
72214-7B,2,25,dax,cup,dax,familiar,novel,L,cup,N,MEexperimental,7/22/14,14:06,1910
72214-7B,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/22/14,14:06,21079
72214-7B,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/22/14,14:06,2640
72214-7B,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/22/14,14:06,2613
72214-8B,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/22/14,14:29,1563
72214-8B,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/22/14,14:29,1304
72214-8B,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/22/14,14:29,1717
72214-8B,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/22/14,14:29,5616
72214-8B,2,5,fill4,na,na,na,na,na,na,na,filler,7/22/14,14:29,na
72214-8B,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/22/14,14:29,1298
72214-8B,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/22/14,14:29,1659
72214-8B,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/22/14,14:29,1660
72214-8B,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/22/14,14:29,1432
72214-8B,2,10,dofa,train,dofa,familiar,novel,L,train,N,MEexperimental,7/22/14,14:29,1960
72214-8B,2,11,fill3,na,na,na,na,na,na,na,filler,7/22/14,14:29,na
72214-8B,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/22/14,14:29,25661
72214-8B,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/22/14,14:29,1543
72214-8B,2,14,kreeb,shoe,kreeb,familiar,novel,L,shoe,N,MEexperimental,7/22/14,14:29,1960
72214-8B,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/22/14,14:29,1571
72214-8B,2,17,fill2,na,na,na,na,na,na,na,filler,7/22/14,14:29,na
72214-8B,2,16,pifo,pifo,frog,novel,familiar,R,frog,N,MEexperimental,7/22/14,14:29,2410
72214-8B,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/22/14,14:29,1558
72214-8B,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/22/14,14:29,1907
72214-8B,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/22/14,14:29,1222
72214-8B,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/22/14,14:29,1965
72214-8B,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/22/14,14:29,1047
72214-8B,2,23,fill1,na,na,na,na,na,na,na,filler,7/22/14,14:29,na
72214-8B,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/22/14,14:29,1098
72214-8B,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/22/14,14:29,1533
72214-8B,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/22/14,14:29,641
72214-8B,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/22/14,14:29,1041
72214-8B,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/22/14,14:29,1568
72214-9B,2,1,bottle,bottle,bird,familiar,familiar,R,bird,N,rec,7/22/14,14:34,1373
72214-9B,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/22/14,14:34,1245
72214-9B,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/22/14,14:34,511
72214-9B,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/22/14,14:34,2183
72214-9B,2,5,fill4,na,na,na,na,na,na,na,filler,7/22/14,14:34,na
72214-9B,2,6,hammer,hammer,sheep,familiar,familiar,R,sheep,N,rec,7/22/14,14:34,1486
72214-9B,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/22/14,14:34,769
72214-9B,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/22/14,14:34,458
72214-9B,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/22/14,14:34,1673
72214-9B,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/22/14,14:34,1799
72214-9B,2,11,fill3,na,na,na,na,na,na,na,filler,7/22/14,14:34,na
72214-9B,2,12,monkey,monkey,toma,familiar,novel,R,toma,N,MEcontrol,7/22/14,14:34,654
72214-9B,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/22/14,14:34,1316
72214-9B,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/22/14,14:34,1511
72214-9B,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/22/14,14:34,508
72214-9B,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/22/14,14:34,1687
72214-9B,2,17,fill2,na,na,na,na,na,na,na,filler,7/22/14,14:34,na
72214-9B,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/22/14,14:34,7909
72214-9B,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/22/14,14:34,1561
72214-9B,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/22/14,14:34,1269
72214-9B,2,21,modi,shovel,modi,familiar,novel,L,shovel,N,MEexperimental,7/22/14,14:34,1781
72214-9B,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/22/14,14:34,2115
72214-9B,2,23,fill1,na,na,na,na,na,na,na,filler,7/22/14,14:34,na
72214-9B,2,24,frog,frog,pifo,familiar,novel,R,pifo,N,MEcontrol,7/22/14,14:34,352
72214-9B,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/22/14,14:34,3029
72214-9B,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/22/14,14:34,1257
72214-9B,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/22/14,14:34,1833
72214-9B,2,28,dog,book,dog,familiar,familiar,L,book,N,rec,7/22/14,14:34,425
72214-5L,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/22/14,14:56,1991
72214-5L,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/22/14,14:56,1379
72214-5L,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/22/14,14:56,6617
72214-5L,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/22/14,14:56,3651
72214-5L,2,5,fill4,na,na,na,na,na,na,na,filler,7/22/14,14:56,na
72214-5L,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/22/14,14:56,1486
72214-5L,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/22/14,14:56,2069
72214-5L,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/22/14,14:56,4344
72214-5L,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/22/14,14:56,4720
72214-5L,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/22/14,14:56,6213
72214-5L,2,11,fill3,na,na,na,na,na,na,na,filler,7/22/14,14:56,na
72214-5L,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/22/14,14:56,1979
72214-5L,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/22/14,14:56,1743
72214-5L,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/22/14,14:56,3532
72214-5L,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/22/14,14:56,4837
72214-5L,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/22/14,14:56,2110
72214-5L,2,17,fill2,na,na,na,na,na,na,na,filler,7/22/14,14:56,na
72214-5L,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/22/14,14:56,2888
72214-5L,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/22/14,14:56,2445
72214-5L,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/22/14,14:56,1742
72214-5L,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/22/14,14:56,2479
72214-5L,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/22/14,14:56,2182
72214-5L,2,23,fill1,na,na,na,na,na,na,na,filler,7/22/14,14:56,na
72214-5L,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/22/14,14:56,1485
72214-5L,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/22/14,14:56,2086
72214-5L,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/22/14,14:56,1596
72214-5L,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/22/14,14:56,1580
72214-5L,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/22/14,14:56,1571
72214-10B,1,1,dog,dog,book,familiar,familiar,L,dog,Y,rec,7/22/14,15:09,3762
72214-10B,1,2,cookie,cookie,baby,familiar,familiar,L,cookie,Y,rec,7/22/14,15:09,1288
72214-10B,1,3,car,fep,car,novel,familiar,R,car,Y,MEcontrol,7/22/14,15:09,1033
72214-10B,1,4,dax,dax,cup,novel,familiar,L,dax,Y,MEexperimental,7/22/14,15:09,2182
72214-10B,1,5,frog,pifo,frog,novel,familiar,R,frog,Y,MEcontrol,7/22/14,15:09,1083
72214-10B,1,6,fill1,na,na,na,na,na,na,na,filler,7/22/14,15:09,na
72214-10B,1,7,lion,table,lion,familiar,familiar,R,lion,Y,rec,7/22/14,15:09,1114
72214-10B,1,8,modi,modi,shovel,novel,familiar,R,shovel,N,MEexperimental,7/22/14,15:09,2316
72214-10B,1,9,apple,wug,apple,novel,familiar,R,apple,Y,MEcontrol,7/22/14,15:09,1438
72214-10B,1,10,train,train,dofa,familiar,novel,L,train,Y,MEcontrol,7/22/14,15:09,1252
72214-10B,1,11,toma,monkey,toma,familiar,novel,L,monkey,N,MEexperimental,7/22/14,15:09,2576
72214-10B,1,12,fill2,na,na,na,na,na,na,na,filler,7/22/14,15:09,na
72214-10B,1,13,pifo,frog,pifo,familiar,novel,R,pifo,Y,MEexperimental,7/22/14,15:09,1267
72214-10B,1,14,cup,cup,dax,familiar,novel,L,cup,Y,MEcontrol,7/22/14,15:09,905
72214-10B,1,15,kreeb,kreeb,shoe,novel,familiar,L,kreeb,Y,MEexperimental,7/22/14,15:09,1094
72214-10B,1,16,cat,ball,cat,familiar,familiar,R,cat,Y,rec,7/22/14,15:09,1251
72214-10B,1,17,monkey,toma,monkey,novel,familiar,R,monkey,Y,MEcontrol,7/22/14,15:09,1638
72214-10B,1,18,fill3,na,na,na,na,na,na,na,filler,7/22/14,15:09,na
72214-10B,1,19,dofa,dofa,train,novel,familiar,L,dofa,Y,MEexperimental,7/22/14,15:09,1355
72214-10B,1,20,fep,car,fep,familiar,novel,R,fep,Y,MEexperimental,7/22/14,15:09,1409
72214-10B,1,21,carrot,carrot,lamp,familiar,familiar,L,carrot,Y,rec,7/22/14,15:09,1166
72214-10B,1,22,shovel,shovel,modi,familiar,novel,L,shovel,Y,MEcontrol,7/22/14,15:09,1604
72214-10B,1,23,hammer,sheep,hammer,familiar,familiar,R,hammer,Y,rec,7/22/14,15:09,1604
72214-10B,1,24,fill4,na,na,na,na,na,na,na,filler,7/22/14,15:09,na
72214-6L,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/22/14,15:11,4965
72214-10B,1,25,wug,apple,wug,familiar,novel,R,wug,Y,MEexperimental,7/22/14,15:09,1821
72214-6L,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/22/14,15:11,2877
72214-10B,1,26,shoe,shoe,kreeb,familiar,novel,L,shoe,Y,MEcontrol,7/22/14,15:09,931
72214-10B,1,27,horse,horse,clock,familiar,familiar,L,horse,Y,rec,7/22/14,15:09,731
72214-6L,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/22/14,15:11,3455
72214-10B,1,28,bottle,bird,bottle,familiar,familiar,R,bottle,Y,rec,7/22/14,15:09,792
72214-6L,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/22/14,15:11,8634
72214-6L,2,5,fill4,na,na,na,na,na,na,na,filler,7/22/14,15:11,na
72214-6L,2,6,hammer,hammer,sheep,familiar,familiar,R,sheep,N,rec,7/22/14,15:11,5159
72214-6L,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/22/14,15:11,7407
72214-6L,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/22/14,15:11,3264
72214-6L,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/22/14,15:11,4625
72214-6L,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/22/14,15:11,4084
72214-6L,2,11,fill3,na,na,na,na,na,na,na,filler,7/22/14,15:11,na
72214-6L,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/22/14,15:11,3157
72214-6L,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/22/14,15:11,2935
72214-6L,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/22/14,15:11,3693
72214-6L,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/22/14,15:11,2692
72214-6L,2,16,pifo,pifo,frog,novel,familiar,R,frog,N,MEexperimental,7/22/14,15:11,3788
72214-6L,2,17,fill2,na,na,na,na,na,na,na,filler,7/22/14,15:11,na
72214-6L,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/22/14,15:11,8942
72214-6L,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/22/14,15:11,3516
72214-6L,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/22/14,15:11,3111
72214-6L,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/22/14,15:11,8494
72214-6L,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/22/14,15:11,3497
72214-6L,2,23,fill1,na,na,na,na,na,na,na,filler,7/22/14,15:11,na
72214-6L,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/22/14,15:11,3533
72214-6L,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/22/14,15:11,6333
72214-6L,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/22/14,15:11,11186
72214-6L,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/22/14,15:11,6261
72214-6L,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/22/14,15:11,45041
72214-11B,2,1,bottle,bottle,bird,familiar,familiar,R,bird,N,rec,7/22/14,15:33,443
72214-11B,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/22/14,15:33,873
72214-11B,2,3,shoe,kreeb,shoe,novel,familiar,L,kreeb,N,MEcontrol,7/22/14,15:33,2286
72214-11B,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/22/14,15:33,2784
72214-11B,2,5,fill4,na,na,na,na,na,na,na,filler,7/22/14,15:33,na
72214-11B,2,6,hammer,hammer,sheep,familiar,familiar,R,sheep,N,rec,7/22/14,15:33,1860
72214-11B,2,7,shovel,modi,shovel,novel,familiar,L,modi,N,MEcontrol,7/22/14,15:33,349
72214-11B,2,8,carrot,lamp,carrot,familiar,familiar,L,lamp,N,rec,7/22/14,15:33,12294
72214-11B,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/22/14,15:33,2025
72214-11B,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/22/14,15:33,4072
72214-11B,2,11,fill3,na,na,na,na,na,na,na,filler,7/22/14,15:33,na
72214-11B,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/22/14,15:33,1141
72214-11B,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/22/14,15:33,5621
72214-11B,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/22/14,15:33,1677
72214-11B,2,15,cup,dax,cup,novel,familiar,L,dax,N,MEcontrol,7/22/14,15:33,1752
72214-11B,2,17,fill2,na,na,na,na,na,na,na,filler,7/22/14,15:33,na
72214-11B,2,16,pifo,pifo,frog,novel,familiar,R,frog,N,MEexperimental,7/22/14,15:33,2643
72414-1,1,1,dog,dog,book,familiar,familiar,L,dog,Y,rec,7/24/14,11:41,6211
72414-1,1,2,cookie,cookie,baby,familiar,familiar,L,cookie,Y,rec,7/24/14,11:41,2928
72414-1,1,3,car,fep,car,novel,familiar,R,car,Y,MEcontrol,7/24/14,11:41,2083
72414-1,1,4,dax,dax,cup,novel,familiar,L,dax,Y,MEexperimental,7/24/14,11:41,1906
72414-1,1,5,frog,pifo,frog,novel,familiar,R,frog,Y,MEcontrol,7/24/14,11:41,2537
72414-1,1,6,fill1,na,na,na,na,na,na,na,filler,7/24/14,11:41,na
72414-1,1,7,lion,table,lion,familiar,familiar,R,lion,Y,rec,7/24/14,11:41,1379
72414-1,1,8,modi,modi,shovel,novel,familiar,L,modi,Y,MEexperimental,7/24/14,11:41,1355
72414-1,1,9,apple,wug,apple,novel,familiar,R,apple,Y,MEcontrol,7/24/14,11:41,2430
72414-1,1,10,train,train,dofa,familiar,novel,L,train,Y,MEcontrol,7/24/14,11:41,4099
72414-1,1,11,toma,monkey,toma,familiar,novel,R,toma,Y,MEexperimental,7/24/14,11:41,2903
72414-1,1,12,fill2,na,na,na,na,na,na,na,filler,7/24/14,11:41,na
72414-1,1,13,pifo,frog,pifo,familiar,novel,R,pifo,Y,MEexperimental,7/24/14,11:41,2872
72414-1,1,14,cup,cup,dax,familiar,novel,R,dax,N,MEcontrol,7/24/14,11:41,1747
72414-1,1,15,kreeb,kreeb,shoe,novel,familiar,R,shoe,N,MEexperimental,7/24/14,11:41,2484
72414-1,1,16,cat,ball,cat,familiar,familiar,R,cat,Y,rec,7/24/14,11:41,1878
72414-1,1,17,monkey,toma,monkey,novel,familiar,R,monkey,Y,MEcontrol,7/24/14,11:41,1768
72414-1,1,18,fill3,na,na,na,na,na,na,na,filler,7/24/14,11:41,na
72414-1,1,19,dofa,dofa,train,novel,familiar,L,dofa,Y,MEexperimental,7/24/14,11:41,2982
72414-1,1,20,fep,car,fep,familiar,novel,R,fep,Y,MEexperimental,7/24/14,11:41,3143
72414-1,1,21,carrot,carrot,lamp,familiar,familiar,L,carrot,Y,rec,7/24/14,11:41,3182
72414-1,1,22,shovel,shovel,modi,familiar,novel,L,shovel,Y,MEcontrol,7/24/14,11:41,2385
72414-1,1,23,hammer,sheep,hammer,familiar,familiar,L,sheep,N,rec,7/24/14,11:41,1894
72414-1,1,24,fill4,na,na,na,na,na,na,na,filler,7/24/14,11:41,na
72414-1,1,25,wug,apple,wug,familiar,novel,L,apple,N,MEexperimental,7/24/14,11:41,1736
72414-1,1,26,shoe,shoe,kreeb,familiar,novel,L,shoe,Y,MEcontrol,7/24/14,11:41,2085
